window_size,direction,train_f,run_id,data_filter,lodg_opt,targ_var,Treat,job,comb,stat,make_run
15x15,90,0.7,nonlodging_N_species,nonlodging,0,N_species,1,191,15x15_90_nonlodging_N_species_1,1,0
15x15,135,0.7,nonlodging_N_species,nonlodging,0,N_species,1,192,15x15_135_nonlodging_N_species_1,1,0
3x3,0,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,193,3x3_0_alldata_biomass_obs_2,1,0
3x3,45,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,194,3x3_45_alldata_biomass_obs_2,1,0
3x3,90,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,195,3x3_90_alldata_biomass_obs_2,1,0
3x3,135,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,196,3x3_135_alldata_biomass_obs_2,1,0
5x5,0,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,197,5x5_0_alldata_biomass_obs_2,1,0
5x5,45,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,198,5x5_45_alldata_biomass_obs_2,1,0
5x5,90,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,199,5x5_90_alldata_biomass_obs_2,1,0
5x5,135,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,200,5x5_135_alldata_biomass_obs_2,1,0
7x7,0,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,201,7x7_0_alldata_biomass_obs_2,1,0
7x7,45,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,202,7x7_45_alldata_biomass_obs_2,1,0
7x7,90,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,203,7x7_90_alldata_biomass_obs_2,1,0
7x7,135,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,204,7x7_135_alldata_biomass_obs_2,1,0
15x15,0,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,205,15x15_0_alldata_biomass_obs_2,1,0
15x15,45,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,206,15x15_45_alldata_biomass_obs_2,1,0
15x15,90,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,207,15x15_90_alldata_biomass_obs_2,1,0
15x15,135,0.7,alldata_biomass_obs,alldata,2,biomass_obs,2,208,15x15_135_alldata_biomass_obs_2,1,0
3x3,0,0.7,alldata_N_species,alldata,2,N_species,2,209,3x3_0_alldata_N_species_2,1,1
3x3,45,0.7,alldata_N_species,alldata,2,N_species,2,210,3x3_45_alldata_N_species_2,1,1
3x3,90,0.7,alldata_N_species,alldata,2,N_species,2,211,3x3_90_alldata_N_species_2,1,1
3x3,135,0.7,alldata_N_species,alldata,2,N_species,2,212,3x3_135_alldata_N_species_2,1,1
5x5,0,0.7,alldata_N_species,alldata,2,N_species,2,213,5x5_0_alldata_N_species_2,1,1
5x5,45,0.7,alldata_N_species,alldata,2,N_species,2,214,5x5_45_alldata_N_species_2,1,1
5x5,90,0.7,alldata_N_species,alldata,2,N_species,2,215,5x5_90_alldata_N_species_2,1,1
5x5,135,0.7,alldata_N_species,alldata,2,N_species,2,216,5x5_135_alldata_N_species_2,1,1
7x7,0,0.7,alldata_N_species,alldata,2,N_species,2,217,7x7_0_alldata_N_species_2,1,1
7x7,45,0.7,alldata_N_species,alldata,2,N_species,2,218,7x7_45_alldata_N_species_2,1,1
7x7,90,0.7,alldata_N_species,alldata,2,N_species,2,219,7x7_90_alldata_N_species_2,1,1
7x7,135,0.7,alldata_N_species,alldata,2,N_species,2,220,7x7_135_alldata_N_species_2,1,1
15x15,0,0.7,alldata_N_species,alldata,2,N_species,2,221,15x15_0_alldata_N_species_2,1,1
15x15,45,0.7,alldata_N_species,alldata,2,N_species,2,222,15x15_45_alldata_N_species_2,1,1
15x15,90,0.7,alldata_N_species,alldata,2,N_species,2,223,15x15_90_alldata_N_species_2,1,1
15x15,135,0.7,alldata_N_species,alldata,2,N_species,2,224,15x15_135_alldata_N_species_2,1,1
3x3,0,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,225,3x3_0_lodging_biomass_obs_2,1,0
3x3,45,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,226,3x3_45_lodging_biomass_obs_2,1,0
3x3,90,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,227,3x3_90_lodging_biomass_obs_2,1,0
3x3,135,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,228,3x3_135_lodging_biomass_obs_2,1,0
5x5,0,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,229,5x5_0_lodging_biomass_obs_2,1,0
5x5,45,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,230,5x5_45_lodging_biomass_obs_2,1,0
5x5,90,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,231,5x5_90_lodging_biomass_obs_2,1,0
5x5,135,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,232,5x5_135_lodging_biomass_obs_2,1,0
7x7,0,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,233,7x7_0_lodging_biomass_obs_2,1,0
7x7,45,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,234,7x7_45_lodging_biomass_obs_2,1,0
7x7,90,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,235,7x7_90_lodging_biomass_obs_2,1,0
7x7,135,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,236,7x7_135_lodging_biomass_obs_2,1,0
15x15,0,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,237,15x15_0_lodging_biomass_obs_2,1,0
15x15,45,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,238,15x15_45_lodging_biomass_obs_2,1,0
15x15,90,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,239,15x15_90_lodging_biomass_obs_2,1,0
15x15,135,0.7,lodging_biomass_obs,lodging,1,biomass_obs,2,240,15x15_135_lodging_biomass_obs_2,1,0
3x3,0,0.7,lodging_N_species,lodging,1,N_species,2,241,3x3_0_lodging_N_species_2,1,0
3x3,45,0.7,lodging_N_species,lodging,1,N_species,2,242,3x3_45_lodging_N_species_2,1,0
3x3,90,0.7,lodging_N_species,lodging,1,N_species,2,243,3x3_90_lodging_N_species_2,1,0
3x3,135,0.7,lodging_N_species,lodging,1,N_species,2,244,3x3_135_lodging_N_species_2,1,0
5x5,0,0.7,lodging_N_species,lodging,1,N_species,2,245,5x5_0_lodging_N_species_2,1,0
5x5,45,0.7,lodging_N_species,lodging,1,N_species,2,246,5x5_45_lodging_N_species_2,1,0
5x5,90,0.7,lodging_N_species,lodging,1,N_species,2,247,5x5_90_lodging_N_species_2,1,0
5x5,135,0.7,lodging_N_species,lodging,1,N_species,2,248,5x5_135_lodging_N_species_2,1,0
7x7,0,0.7,lodging_N_species,lodging,1,N_species,2,249,7x7_0_lodging_N_species_2,1,0
7x7,45,0.7,lodging_N_species,lodging,1,N_species,2,250,7x7_45_lodging_N_species_2,1,0
7x7,90,0.7,lodging_N_species,lodging,1,N_species,2,251,7x7_90_lodging_N_species_2,1,0
7x7,135,0.7,lodging_N_species,lodging,1,N_species,2,252,7x7_135_lodging_N_species_2,1,0
15x15,0,0.7,lodging_N_species,lodging,1,N_species,2,253,15x15_0_lodging_N_species_2,1,0
15x15,45,0.7,lodging_N_species,lodging,1,N_species,2,254,15x15_45_lodging_N_species_2,1,0
15x15,90,0.7,lodging_N_species,lodging,1,N_species,2,255,15x15_90_lodging_N_species_2,1,0
15x15,135,0.7,lodging_N_species,lodging,1,N_species,2,256,15x15_135_lodging_N_species_2,1,0
3x3,0,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,257,3x3_0_nonlodging_biomass_obs_2,1,0
3x3,45,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,258,3x3_45_nonlodging_biomass_obs_2,1,0
3x3,90,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,259,3x3_90_nonlodging_biomass_obs_2,1,0
3x3,135,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,260,3x3_135_nonlodging_biomass_obs_2,1,0
5x5,0,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,261,5x5_0_nonlodging_biomass_obs_2,1,0
5x5,45,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,262,5x5_45_nonlodging_biomass_obs_2,1,0
5x5,90,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,263,5x5_90_nonlodging_biomass_obs_2,1,0
5x5,135,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,264,5x5_135_nonlodging_biomass_obs_2,1,0
7x7,0,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,265,7x7_0_nonlodging_biomass_obs_2,1,0
7x7,45,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,266,7x7_45_nonlodging_biomass_obs_2,1,0
7x7,90,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,267,7x7_90_nonlodging_biomass_obs_2,1,0
7x7,135,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,268,7x7_135_nonlodging_biomass_obs_2,1,0
15x15,0,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,269,15x15_0_nonlodging_biomass_obs_2,1,0
15x15,45,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,270,15x15_45_nonlodging_biomass_obs_2,1,0
15x15,90,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,271,15x15_90_nonlodging_biomass_obs_2,1,0
15x15,135,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,2,272,15x15_135_nonlodging_biomass_obs_2,1,0
3x3,0,0.7,nonlodging_N_species,nonlodging,0,N_species,2,273,3x3_0_nonlodging_N_species_2,1,0
3x3,45,0.7,nonlodging_N_species,nonlodging,0,N_species,2,274,3x3_45_nonlodging_N_species_2,1,0
3x3,90,0.7,nonlodging_N_species,nonlodging,0,N_species,2,275,3x3_90_nonlodging_N_species_2,1,0
3x3,135,0.7,nonlodging_N_species,nonlodging,0,N_species,2,276,3x3_135_nonlodging_N_species_2,1,0
5x5,0,0.7,nonlodging_N_species,nonlodging,0,N_species,2,277,5x5_0_nonlodging_N_species_2,1,0
5x5,45,0.7,nonlodging_N_species,nonlodging,0,N_species,2,278,5x5_45_nonlodging_N_species_2,1,0
5x5,90,0.7,nonlodging_N_species,nonlodging,0,N_species,2,279,5x5_90_nonlodging_N_species_2,1,0
5x5,135,0.7,nonlodging_N_species,nonlodging,0,N_species,2,280,5x5_135_nonlodging_N_species_2,1,0
7x7,0,0.7,nonlodging_N_species,nonlodging,0,N_species,2,281,7x7_0_nonlodging_N_species_2,1,0
7x7,45,0.7,nonlodging_N_species,nonlodging,0,N_species,2,282,7x7_45_nonlodging_N_species_2,1,0
7x7,90,0.7,nonlodging_N_species,nonlodging,0,N_species,2,283,7x7_90_nonlodging_N_species_2,1,0
7x7,135,0.7,nonlodging_N_species,nonlodging,0,N_species,2,284,7x7_135_nonlodging_N_species_2,1,0
15x15,0,0.7,nonlodging_N_species,nonlodging,0,N_species,2,285,15x15_0_nonlodging_N_species_2,1,0
15x15,45,0.7,nonlodging_N_species,nonlodging,0,N_species,2,286,15x15_45_nonlodging_N_species_2,1,0
15x15,90,0.7,nonlodging_N_species,nonlodging,0,N_species,2,287,15x15_90_nonlodging_N_species_2,1,0
15x15,135,0.7,nonlodging_N_species,nonlodging,0,N_species,2,288,15x15_135_nonlodging_N_species_2,1,0
3x3,0,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,289,3x3_0_alldata_biomass_obs_3,0,0
3x3,45,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,290,3x3_45_alldata_biomass_obs_3,0,0
3x3,90,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,291,3x3_90_alldata_biomass_obs_3,0,0
3x3,135,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,292,3x3_135_alldata_biomass_obs_3,0,0
5x5,0,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,293,5x5_0_alldata_biomass_obs_3,0,0
5x5,45,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,294,5x5_45_alldata_biomass_obs_3,0,0
5x5,90,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,295,5x5_90_alldata_biomass_obs_3,0,0
5x5,135,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,296,5x5_135_alldata_biomass_obs_3,0,0
7x7,0,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,297,7x7_0_alldata_biomass_obs_3,0,0
7x7,45,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,298,7x7_45_alldata_biomass_obs_3,0,0
7x7,90,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,299,7x7_90_alldata_biomass_obs_3,0,0
7x7,135,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,300,7x7_135_alldata_biomass_obs_3,0,0
15x15,0,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,301,15x15_0_alldata_biomass_obs_3,0,0
15x15,45,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,302,15x15_45_alldata_biomass_obs_3,0,0
15x15,90,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,303,15x15_90_alldata_biomass_obs_3,0,0
15x15,135,0.7,alldata_biomass_obs,alldata,2,biomass_obs,3,304,15x15_135_alldata_biomass_obs_3,0,0
3x3,0,0.7,alldata_N_species,alldata,2,N_species,3,305,3x3_0_alldata_N_species_3,1,1
3x3,45,0.7,alldata_N_species,alldata,2,N_species,3,306,3x3_45_alldata_N_species_3,1,1
3x3,90,0.7,alldata_N_species,alldata,2,N_species,3,307,3x3_90_alldata_N_species_3,1,1
3x3,135,0.7,alldata_N_species,alldata,2,N_species,3,308,3x3_135_alldata_N_species_3,1,1
5x5,0,0.7,alldata_N_species,alldata,2,N_species,3,309,5x5_0_alldata_N_species_3,1,1
5x5,45,0.7,alldata_N_species,alldata,2,N_species,3,310,5x5_45_alldata_N_species_3,1,1
5x5,90,0.7,alldata_N_species,alldata,2,N_species,3,311,5x5_90_alldata_N_species_3,1,1
5x5,135,0.7,alldata_N_species,alldata,2,N_species,3,312,5x5_135_alldata_N_species_3,1,1
7x7,0,0.7,alldata_N_species,alldata,2,N_species,3,313,7x7_0_alldata_N_species_3,1,1
7x7,45,0.7,alldata_N_species,alldata,2,N_species,3,314,7x7_45_alldata_N_species_3,1,1
7x7,90,0.7,alldata_N_species,alldata,2,N_species,3,315,7x7_90_alldata_N_species_3,1,1
7x7,135,0.7,alldata_N_species,alldata,2,N_species,3,316,7x7_135_alldata_N_species_3,1,1
15x15,0,0.7,alldata_N_species,alldata,2,N_species,3,317,15x15_0_alldata_N_species_3,1,1
15x15,45,0.7,alldata_N_species,alldata,2,N_species,3,318,15x15_45_alldata_N_species_3,1,1
15x15,90,0.7,alldata_N_species,alldata,2,N_species,3,319,15x15_90_alldata_N_species_3,1,1
15x15,135,0.7,alldata_N_species,alldata,2,N_species,3,320,15x15_135_alldata_N_species_3,1,1
3x3,0,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,321,3x3_0_lodging_biomass_obs_3,1,0
3x3,45,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,322,3x3_45_lodging_biomass_obs_3,1,0
3x3,90,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,323,3x3_90_lodging_biomass_obs_3,1,0
3x3,135,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,324,3x3_135_lodging_biomass_obs_3,1,0
5x5,0,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,325,5x5_0_lodging_biomass_obs_3,1,0
5x5,45,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,326,5x5_45_lodging_biomass_obs_3,1,0
5x5,90,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,327,5x5_90_lodging_biomass_obs_3,1,0
5x5,135,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,328,5x5_135_lodging_biomass_obs_3,1,0
7x7,0,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,329,7x7_0_lodging_biomass_obs_3,1,0
7x7,45,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,330,7x7_45_lodging_biomass_obs_3,1,0
7x7,90,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,331,7x7_90_lodging_biomass_obs_3,1,0
7x7,135,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,332,7x7_135_lodging_biomass_obs_3,1,0
15x15,0,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,333,15x15_0_lodging_biomass_obs_3,1,0
15x15,45,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,334,15x15_45_lodging_biomass_obs_3,1,0
15x15,90,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,335,15x15_90_lodging_biomass_obs_3,1,0
15x15,135,0.7,lodging_biomass_obs,lodging,1,biomass_obs,3,336,15x15_135_lodging_biomass_obs_3,1,0
3x3,0,0.7,lodging_N_species,lodging,1,N_species,3,337,3x3_0_lodging_N_species_3,1,0
3x3,45,0.7,lodging_N_species,lodging,1,N_species,3,338,3x3_45_lodging_N_species_3,1,0
3x3,90,0.7,lodging_N_species,lodging,1,N_species,3,339,3x3_90_lodging_N_species_3,1,0
3x3,135,0.7,lodging_N_species,lodging,1,N_species,3,340,3x3_135_lodging_N_species_3,1,0
5x5,0,0.7,lodging_N_species,lodging,1,N_species,3,341,5x5_0_lodging_N_species_3,1,0
5x5,45,0.7,lodging_N_species,lodging,1,N_species,3,342,5x5_45_lodging_N_species_3,1,0
5x5,90,0.7,lodging_N_species,lodging,1,N_species,3,343,5x5_90_lodging_N_species_3,1,0
5x5,135,0.7,lodging_N_species,lodging,1,N_species,3,344,5x5_135_lodging_N_species_3,1,0
7x7,0,0.7,lodging_N_species,lodging,1,N_species,3,345,7x7_0_lodging_N_species_3,1,0
7x7,45,0.7,lodging_N_species,lodging,1,N_species,3,346,7x7_45_lodging_N_species_3,1,0
7x7,90,0.7,lodging_N_species,lodging,1,N_species,3,347,7x7_90_lodging_N_species_3,1,0
7x7,135,0.7,lodging_N_species,lodging,1,N_species,3,348,7x7_135_lodging_N_species_3,1,0
15x15,0,0.7,lodging_N_species,lodging,1,N_species,3,349,15x15_0_lodging_N_species_3,1,0
15x15,45,0.7,lodging_N_species,lodging,1,N_species,3,350,15x15_45_lodging_N_species_3,1,0
15x15,90,0.7,lodging_N_species,lodging,1,N_species,3,351,15x15_90_lodging_N_species_3,1,0
15x15,135,0.7,lodging_N_species,lodging,1,N_species,3,352,15x15_135_lodging_N_species_3,1,0
3x3,0,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,353,3x3_0_nonlodging_biomass_obs_3,1,0
3x3,45,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,354,3x3_45_nonlodging_biomass_obs_3,1,0
3x3,90,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,355,3x3_90_nonlodging_biomass_obs_3,1,0
3x3,135,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,356,3x3_135_nonlodging_biomass_obs_3,1,0
5x5,0,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,357,5x5_0_nonlodging_biomass_obs_3,1,0
5x5,45,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,358,5x5_45_nonlodging_biomass_obs_3,1,0
5x5,90,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,359,5x5_90_nonlodging_biomass_obs_3,1,0
5x5,135,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,360,5x5_135_nonlodging_biomass_obs_3,1,0
7x7,0,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,361,7x7_0_nonlodging_biomass_obs_3,1,0
7x7,45,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,362,7x7_45_nonlodging_biomass_obs_3,1,0
7x7,90,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,363,7x7_90_nonlodging_biomass_obs_3,1,0
7x7,135,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,364,7x7_135_nonlodging_biomass_obs_3,1,0
15x15,0,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,365,15x15_0_nonlodging_biomass_obs_3,1,0
15x15,45,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,366,15x15_45_nonlodging_biomass_obs_3,1,0
15x15,90,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,367,15x15_90_nonlodging_biomass_obs_3,1,0
15x15,135,0.7,nonlodging_biomass_obs,nonlodging,0,biomass_obs,3,368,15x15_135_nonlodging_biomass_obs_3,1,0
3x3,0,0.7,nonlodging_N_species,nonlodging,0,N_species,3,369,3x3_0_nonlodging_N_species_3,1,0
3x3,45,0.7,nonlodging_N_species,nonlodging,0,N_species,3,370,3x3_45_nonlodging_N_species_3,1,0
3x3,90,0.7,nonlodging_N_species,nonlodging,0,N_species,3,371,3x3_90_nonlodging_N_species_3,1,0
3x3,135,0.7,nonlodging_N_species,nonlodging,0,N_species,3,372,3x3_135_nonlodging_N_species_3,1,0
5x5,0,0.7,nonlodging_N_species,nonlodging,0,N_species,3,373,5x5_0_nonlodging_N_species_3,1,0
5x5,45,0.7,nonlodging_N_species,nonlodging,0,N_species,3,374,5x5_45_nonlodging_N_species_3,1,0
5x5,90,0.7,nonlodging_N_species,nonlodging,0,N_species,3,375,5x5_90_nonlodging_N_species_3,1,0
5x5,135,0.7,nonlodging_N_species,nonlodging,0,N_species,3,376,5x5_135_nonlodging_N_species_3,1,0
7x7,0,0.7,nonlodging_N_species,nonlodging,0,N_species,3,377,7x7_0_nonlodging_N_species_3,1,0
7x7,45,0.7,nonlodging_N_species,nonlodging,0,N_species,3,378,7x7_45_nonlodging_N_species_3,1,0
7x7,90,0.7,nonlodging_N_species,nonlodging,0,N_species,3,379,7x7_90_nonlodging_N_species_3,1,0
7x7,135,0.7,nonlodging_N_species,nonlodging,0,N_species,3,380,7x7_135_nonlodging_N_species_3,1,0
15x15,0,0.7,nonlodging_N_species,nonlodging,0,N_species,3,381,15x15_0_nonlodging_N_species_3,1,0
15x15,45,0.7,nonlodging_N_species,nonlodging,0,N_species,3,382,15x15_45_nonlodging_N_species_3,1,0
15x15,90,0.7,nonlodging_N_species,nonlodging,0,N_species,3,383,15x15_90_nonlodging_N_species_3,1,0
15x15,135,0.7,nonlodging_N_species,nonlodging,0,N_species,3,384,15x15_135_nonlodging_N_species_3,1,0
