"id","Year","DOY","Treatment","Cut_Number","Molehill","Lodging","N_species","height_obs","biomass_obs","height_dem_mean","height_dem_sd","height_dem_min","height_dem_q25","height_dem_q50","height_dem_q75","height_dem_q90","height_dem_max"
57,2023,157,2,1,NA,2,12,0.584,881.92,0.571770928,0.133252351,0.182296753,0.466018677,0.606666565,0.670372009,0.715760803,0.810386658
57,2023,221,2,2,NA,2,9,0.252,309.06,0.183013084,0.028925347,0.107765198,0.160453796,0.182952881,0.202339172,0.220201111,0.261436462
57,2023,265,2,3,NA,0,11,0.192,104.73,0.130459527,0.028775528,0.03490448,0.113250732,0.136940002,0.151054382,0.16244812,0.186248779
58,2022,165,2,1,0,1,NA,0.59,909.96,0.509631178,0.095323145,0.28037262,0.431201935,0.517333984,0.593803406,0.630117798,0.701629639
58,2022,214,2,2,0,0,NA,0.302,319.73,0.275349213,0.031305893,0.165962219,0.254699707,0.271068573,0.298440933,0.318353271,0.361732483
58,2022,257,2,3,0,1,NA,0.186,177.1,0.110477471,0.041902736,0.014633179,0.07727623,0.11151123,0.14002037,0.166345978,0.230773926
58,2023,157,2,1,NA,0,7,0.644,550.39,0.568257834,0.113803681,0.133712769,0.505767822,0.609699249,0.649997711,0.676597595,0.743804932
58,2023,221,2,2,NA,2,NA,0.338,794.2,0.228063462,0.046349879,0.120780945,0.197185516,0.223434448,0.257793427,0.304504395,0.340538025
58,2023,265,2,3,NA,0,NA,0.204,174.51,0.116853873,0.041543525,0.012763977,0.090518951,0.112033844,0.139522552,0.177383423,0.224617004
59,2022,165,2,1,0,2,5,0.576,620.63,0.470875601,0.080587524,0.202331543,0.421346664,0.481178284,0.538492203,0.563535309,0.606552124
59,2022,214,2,2,0,0,3,0.226,232.99,0.229112727,0.034267045,0.128318787,0.208564758,0.230506897,0.250177383,0.269908905,0.316238403
59,2022,257,2,3,0,2,3,0.168,152.93,0.122003144,0.019736115,0.047637939,0.111228943,0.124259949,0.136312485,0.14526062,0.162651062
59,2023,157,2,1,NA,0,5,0.446,569.91,0.43960092,0.063117885,0.19039917,0.391937256,0.453773499,0.485927582,0.508673096,0.575393677
59,2023,221,2,2,NA,1,2,0.33,556.84,0.253803111,0.04233728,0.175140381,0.222343445,0.247081757,0.279811859,0.315676117,0.374084473
59,2023,265,2,3,NA,2,3,0.204,189.56,0.1347352,0.030494669,0.010414124,0.116973877,0.135623932,0.153530121,0.167551422,0.232543945
6,2022,165,1,1,1,1,5,0.394,1150.72,0.402206565,0.059673534,0.239219666,0.362373352,0.402000427,0.445831299,0.480490112,0.552612305
6,2022,257,1,2,1,1,4,0.266,370.47,0.185321852,0.056026417,0.012329102,0.145469666,0.180885315,0.222759247,0.262854004,0.324630737
6,2023,157,1,1,NA,0,5,0.684,858.97,0.684695212,0.051877589,0.52117157,0.654315948,0.688877106,0.719198227,0.747987366,0.823616028
6,2023,265,1,2,NA,2,4,0.34,500.27,0.27409097,0.05589151,0.11125946,0.234142303,0.27281189,0.319480896,0.347041321,0.419311523
60,2022,165,2,1,1,1,NA,0.276,821.46,0.336045329,0.065838886,0.147163391,0.295452118,0.327720642,0.383201599,0.422845459,0.56477356
60,2022,214,2,2,1,0,NA,0.148,123.31,0.126580862,0.026470592,0.03754425,0.110347748,0.125881195,0.141143799,0.161366272,0.200378418
60,2022,257,2,3,1,1,NA,0.172,124.03,0.109125065,0.022493078,0.04524231,0.094367981,0.111030579,0.125366211,0.136116028,0.173110962
60,2023,157,2,1,NA,2,6,0.544,617.59,0.532039914,0.115065852,0.224334717,0.468318939,0.53515625,0.626514435,0.671858978,0.774894714
60,2023,221,2,2,NA,2,NA,0.316,487.13,0.194718421,0.034689665,0.097007751,0.169456482,0.196239471,0.220010757,0.238231659,0.292320251
60,2023,265,2,3,NA,0,NA,0.19,80.08,0.103163029,0.02707087,0.011054993,0.091060638,0.106472015,0.117834091,0.131358337,0.18547821
61,2022,165,2,1,0,2,8,0.5,977.13,0.53249001,0.09949299,0.273590088,0.464347839,0.533981323,0.624761581,0.657062531,0.714927673
61,2022,214,2,2,1,0,6,0.096,45.7,0.063521914,0.022752678,0.010375977,0.048290253,0.063461304,0.077442169,0.094753265,0.13142395
61,2022,257,2,3,1,0,6,0.12,45.12,0.074921685,0.02231695,0.022796631,0.056863785,0.07408905,0.091054916,0.105773163,0.140403748
61,2023,157,2,1,NA,1,12,0.556,843.37,0.576256631,0.139453379,0.252784729,0.503238678,0.567409515,0.687112808,0.766413116,0.838226318
61,2023,221,2,2,NA,2,10,0.238,245.1,0.124672121,0.023356126,0.042739868,0.108898163,0.126194,0.140384674,0.151866913,0.193084717
61,2023,265,2,3,NA,0,9,0.176,64.37,0.09790178,0.027362076,0.018821716,0.080993652,0.099571228,0.117828369,0.130758667,0.167388916
62,2022,165,2,1,1,2,NA,0.52,1129.11,0.531181803,0.097958725,0.301094055,0.47618103,0.514770508,0.590343475,0.683418274,0.776756287
62,2022,214,2,2,1,0,NA,0.1,62.92,0.071042398,0.024371184,0.010124207,0.053752899,0.071060181,0.087268829,0.103575134,0.163772583
62,2022,257,2,3,1,0,NA,0.12,54.13,0.067600789,0.022261651,0.010635376,0.050626755,0.071929932,0.083234787,0.091710663,0.138145447
62,2023,157,2,1,NA,2,11,0.628,808.05,0.592047697,0.087775843,0.216300964,0.55831337,0.60483551,0.648460388,0.695465088,0.747138977
62,2023,221,2,2,NA,2,NA,0.21,224.72,0.097681363,0.0186342,0.05078125,0.085044861,0.095672607,0.10836792,0.119625854,0.185142517
62,2023,265,2,3,NA,0,NA,0.168,50.52,0.076992165,0.022838141,0.014480591,0.058616638,0.077796936,0.093505859,0.107821655,0.138214111
63,2022,165,2,1,1,1,10,0.644,889.96,0.574195468,0.115701766,0.290435791,0.496696472,0.577804565,0.662132263,0.717805481,0.847877502
63,2022,214,2,2,0,0,8,0.1,67.07,0.081539931,0.019977493,0.031066895,0.066745758,0.082397461,0.095443726,0.107391357,0.133155823
63,2022,257,2,3,1,0,10,0.102,29.31,0.067702384,0.014611586,0.010391235,0.058872223,0.068473816,0.076950073,0.084866333,0.124397278
63,2023,157,2,1,NA,0,15,0.62,781.09,0.57324741,0.07366113,0.369483948,0.53130722,0.571090698,0.616546631,0.675937653,0.76890564
63,2023,221,2,2,NA,2,11,0.274,462.79,0.176644425,0.036806247,0.07598114,0.151054382,0.175247192,0.202774048,0.228138733,0.269203186
63,2023,265,2,3,NA,0,8,0.208,129.02,0.133029572,0.033239094,0.015830994,0.11485672,0.131011963,0.158771515,0.173377991,0.217437744
64,2022,165,2,1,0,1,NA,0.798,1059.56,0.680079749,0.122656151,0.342193604,0.586990356,0.700378418,0.7838974,0.820608521,0.889984131
64,2022,214,2,2,1,0,NA,0.088,40.19,0.036094852,0.01866624,0.01008606,0.023803711,0.033222198,0.044511795,0.053504944,0.122955322
64,2022,257,2,3,1,0,NA,0.114,59.79,0.054945868,0.02120462,0.01108551,0.040130615,0.051437378,0.067129135,0.086808014,0.118263245
64,2023,157,2,1,NA,0,12,0.756,614.64,0.539368856,0.119993189,0.225318909,0.442686081,0.553096771,0.642459869,0.685838318,0.774101257
64,2023,221,2,2,NA,1,NA,0.228,245.05,0.115163272,0.020694876,0.060501099,0.099838257,0.11296463,0.129838943,0.144125366,0.176879883
64,2023,265,2,3,NA,0,NA,0.132,43.89,0.067351795,0.035920038,0.010017395,0.036989212,0.061527252,0.097427368,0.118448639,0.157836914
65,2022,165,2,1,0,2,8,0.474,578.57,0.476289669,0.115613334,0.243972778,0.391147614,0.472686768,0.574890137,0.630148315,0.72000885
65,2022,214,2,2,0,0,7,0.102,161.81,0.078500596,0.024534665,0.011756897,0.061828613,0.077259064,0.096149445,0.113288116,0.145339966
65,2022,257,2,3,1,1,5,0.152,132.06,0.104112122,0.029789661,0.016357422,0.083747864,0.10282135,0.12512207,0.146405029,0.171035767
65,2023,157,2,1,NA,0,9,0.658,902.97,0.531845312,0.068099072,0.292831421,0.494758606,0.539154053,0.580680847,0.614163208,0.66166687
65,2023,221,2,2,NA,2,9,0.246,439.97,0.128220191,0.030609404,0.012191772,0.115943909,0.133262634,0.1485672,0.158961487,0.185661316
65,2023,265,2,3,NA,0,8,0.196,146.31,0.100659666,0.043977986,0.010276794,0.068191528,0.096115112,0.139274597,0.160943604,0.194641113
66,2022,165,2,1,0,1,NA,0.424,838.59,0.406439073,0.070019337,0.207839966,0.356987,0.423751831,0.465171814,0.482388306,0.52167511
66,2022,214,2,2,0,0,NA,0.146,169.09,0.114501453,0.025044192,0.043685913,0.09876442,0.115219116,0.13286972,0.147570038,0.171417236
66,2022,257,2,3,1,1,NA,0.188,150,0.140453557,0.02241633,0.04335022,0.126022339,0.142059326,0.155897141,0.16882019,0.203018188
66,2023,157,2,1,NA,0,8,0.578,668.57,0.519601188,0.074830401,0.32975769,0.455976486,0.541568756,0.57919693,0.602492523,0.676208496
66,2023,221,2,2,NA,2,NA,0.242,507.5,0.169260659,0.023955334,0.072479248,0.157218933,0.170318604,0.185417175,0.198742676,0.230453491
66,2023,265,2,3,NA,0,NA,0.204,121.01,0.105714772,0.041898917,0.01222229,0.082206726,0.106834412,0.128097534,0.167274475,0.205093384
67,2022,165,2,1,0,0,3,0.552,458.74,0.491436409,0.075522655,0.333099365,0.434354782,0.484962463,0.527963638,0.607115936,0.715293884
67,2022,214,2,2,0,0,2,0.306,248.32,0.265576444,0.062592319,0.130584717,0.209266663,0.264732361,0.319732666,0.348770142,0.384590149
67,2022,257,2,3,1,2,3,0.224,165.97,0.16264353,0.033709972,0.044418335,0.148460388,0.166282654,0.181892395,0.199804688,0.246170044
67,2023,157,2,1,NA,1,5,0.578,937.01,0.514152546,0.08968139,0.133575439,0.46229744,0.522525787,0.578224182,0.619249725,0.690185547
67,2023,221,2,2,NA,1,7,0.288,556.71,0.228505775,0.04312348,0.10774231,0.19846344,0.237472534,0.260498047,0.279229736,0.341918945
67,2023,265,2,3,NA,2,4,0.242,152.87,0.139802251,0.043039702,0.011360168,0.112318039,0.144897461,0.173751831,0.189113617,0.231140137
68,2022,165,2,1,0,0,NA,0.736,848.3,0.563317107,0.059598119,0.402519226,0.525421143,0.563201904,0.607269287,0.631690979,0.731773376
68,2022,214,2,2,0,0,NA,0.236,207.55,0.199251927,0.040431936,0.111038208,0.168813705,0.194652557,0.233795166,0.253900909,0.297393799
68,2022,257,2,3,0,0,NA,0.24,171.21,0.173226486,0.038483495,0.070228577,0.1419487,0.176078796,0.202716827,0.222515869,0.272789001
68,2023,157,2,1,NA,2,6,0.632,595.05,0.472517491,0.164460042,0.011047363,0.370138168,0.525936127,0.601243973,0.637319946,0.71245575
68,2023,221,2,2,NA,2,NA,0.334,500.89,0.192520942,0.043746564,0.097702026,0.156869888,0.196006775,0.227344513,0.246917725,0.307609558
68,2023,265,2,3,NA,0,NA,0.27,146.58,0.131741968,0.046681291,0.034965515,0.098480225,0.124961853,0.170463562,0.200416565,0.222816467
69,2022,165,2,1,0,0,3,0.788,434.96,0.612016114,0.052954535,0.417793274,0.583278656,0.623222351,0.650119781,0.669821167,0.702713013
69,2022,214,2,2,0,0,2,0.372,316.97,0.382415636,0.040107621,0.206413269,0.369142532,0.39232254,0.407423019,0.423189545,0.454429626
69,2022,257,2,3,0,0,3,0.286,182.03,0.250812456,0.052114162,0.04851532,0.236526489,0.26638031,0.285507202,0.296240234,0.325370789
69,2023,157,2,1,NA,0,4,0.786,1044.99,0.495091428,0.250640443,0.011940002,0.286813736,0.520961761,0.721881866,0.817125702,0.973632813
69,2023,221,2,2,NA,2,4,0.254,481.19,0.203082649,0.045996021,0.102912903,0.162158966,0.206676483,0.23815918,0.26526947,0.303153992
69,2023,265,2,3,NA,0,5,0.288,146.91,0.21445543,0.072043544,0.022888184,0.163322449,0.220870972,0.276931763,0.302989197,0.32610321
7,2022,165,1,1,1,1,NA,0.538,1467.72,0.472576841,0.084853998,0.266014099,0.420547485,0.485069275,0.541795731,0.572681427,0.621551514
7,2022,257,1,2,1,0,NA,0.306,289.34,0.233007379,0.046283239,0.101730347,0.199493408,0.228553772,0.272041321,0.2983078,0.325523376
7,2023,157,1,1,NA,2,7,0.418,841.52,0.639685932,0.057465972,0.493103027,0.601547241,0.626594543,0.671619415,0.729618835,0.816108704
7,2023,265,1,2,NA,2,NA,0.302,425.36,0.247057367,0.047868428,0.102661133,0.216094971,0.256057739,0.281539917,0.300256348,0.340843201
70,2022,165,2,1,0,0,NA,0.646,864.66,0.55690977,0.103156314,0.174514771,0.495937347,0.568870544,0.634876251,0.676303101,0.745903015
70,2022,214,2,2,0,0,NA,0.184,210.71,0.164069022,0.024937901,0.083480835,0.146175385,0.162612915,0.180480957,0.197486877,0.25453186
70,2022,257,2,3,0,1,NA,0.176,169.95,0.133428446,0.027982998,0.051048279,0.115022659,0.133014679,0.155622482,0.1697258,0.207267761
70,2023,157,2,1,NA,0,6,0.772,801.66,0.709330406,0.048345065,0.575737,0.681488037,0.709125519,0.735183716,0.776108551,0.855300903
70,2023,221,2,2,NA,2,NA,0.32,490.1,0.217556721,0.041000737,0.109672546,0.194343567,0.212554932,0.237037659,0.269970703,0.347297668
70,2023,265,2,3,NA,0,NA,0.178,144.33,0.115778361,0.028848813,0.013801575,0.098581314,0.116569519,0.135169983,0.150669098,0.203048706
71,2022,165,2,1,0,2,5,0.304,1120.37,0.351175528,0.048203741,0.236450195,0.317525864,0.34450531,0.382797241,0.417713928,0.503807068
71,2022,214,2,2,0,0,6,0.176,211.12,0.122202327,0.037959773,0.02482605,0.100887299,0.117263794,0.138849258,0.166549683,0.269477844
71,2022,257,2,3,1,2,NA,0.18,83.17,0.095252953,0.020601163,0.040794373,0.081560135,0.096149445,0.109550476,0.121588135,0.150985718
71,2023,157,2,1,NA,2,8,0.586,1184.32,0.59111004,0.113359086,0.25894928,0.508525848,0.624389648,0.681747437,0.716435242,0.764160156
71,2023,221,2,2,NA,1,9,0.326,561.99,0.24981834,0.040947066,0.128761292,0.221391678,0.250267029,0.277383804,0.306626892,0.351280212
71,2023,265,2,3,NA,1,8,0.206,132.06,0.119774929,0.028541684,0.026977539,0.103752136,0.121734619,0.137458801,0.15521698,0.199363708
72,2022,165,2,1,0,2,NA,0.27,1056.12,0.245274326,0.101399044,0.098709106,0.181192398,0.207267761,0.289373398,0.418672943,0.522819519
72,2022,214,2,2,1,0,NA,0.208,207.37,0.213362325,0.048635969,0.093681335,0.178646088,0.20772934,0.246446609,0.278913879,0.351356506
72,2022,257,2,3,1,1,NA,0.17,220.25,0.134311054,0.047517216,0.053207397,0.098638535,0.123020172,0.16065979,0.202501678,0.277442932
72,2023,221,2,2,NA,2,NA,0.386,869.73,0.372648541,0.036390272,0.254089355,0.34961319,0.377128601,0.397644043,0.415725708,0.455665588
72,2023,265,2,3,NA,2,NA,0.212,185.94,0.181140764,0.028482055,0.101066589,0.164054871,0.183227539,0.201305389,0.217730713,0.25151825
73,2022,136,3,1,0,0,NA,0.292,317.28,0.183988467,0.054901519,0.071655273,0.143327713,0.179424286,0.213529587,0.257126617,0.388542175
73,2022,165,3,2,0,0,NA,0.182,178.53,0.128572049,0.022042286,0.075187683,0.113090515,0.125320435,0.142097473,0.159391785,0.195121765
73,2022,214,3,3,0,0,NA,0.16,178.66,0.181348883,0.040554942,0.084442139,0.155984879,0.185764313,0.20798111,0.234596252,0.273330688
73,2022,257,3,4,0,0,NA,0.164,115.53,0.115201633,0.020866692,0.035102844,0.10219574,0.113998413,0.129722595,0.142654419,0.171630859
73,2023,136,3,1,NA,0,13,0.36,253.7,0.188420845,0.095255999,0.064208984,0.109016418,0.147735596,0.267417908,0.340058899,0.466270447
73,2023,170,3,2,NA,1,NA,0.126,76,0.072554026,0.022481581,0.010948181,0.055267334,0.069900513,0.086837769,0.102662659,0.151794434
73,2023,221,3,3,NA,2,NA,0.234,309.67,0.220113919,0.031567745,0.14655304,0.194839478,0.220333099,0.243207932,0.259406281,0.31918335
73,2023,265,3,4,NA,2,NA,0.19,145.77,0.167759953,0.045025679,0.076385498,0.137958527,0.154510498,0.182861328,0.243115234,0.306663513
74,2022,136,3,1,0,0,10,0.538,780.34,0.428601597,0.048208794,0.260986328,0.394142151,0.428825378,0.460477829,0.493423462,0.550590515
74,2022,165,3,2,0,0,8,0.174,137.24,0.116595208,0.026588341,0.060554504,0.097799301,0.112266541,0.131404877,0.153427887,0.192680359
74,2022,214,3,3,0,0,11,0.182,206.54,0.15809048,0.052420791,0.029075623,0.13344574,0.163383484,0.182136536,0.205015564,0.387023926
74,2022,257,3,4,0,0,10,0.174,102.56,0.118948811,0.020530054,0.057792664,0.103862762,0.120780945,0.134037018,0.143417358,0.178596497
74,2023,136,3,1,NA,0,14,0.476,426.05,0.286724383,0.060634793,0.032524109,0.241752625,0.280673981,0.336185455,0.368198395,0.417900085
74,2023,170,3,2,NA,2,10,0.178,198.88,0.122042053,0.024218323,0.025230408,0.1073246,0.120635986,0.137422562,0.154833984,0.200065613
74,2023,221,3,3,NA,2,11,0.292,435.72,0.222187088,0.030421693,0.154335022,0.200370789,0.216590881,0.242271423,0.268188477,0.314102173
74,2023,265,3,4,NA,0,11,0.262,230.63,0.207941888,0.022037754,0.14931488,0.193717957,0.206550598,0.222585678,0.235929108,0.277641296
75,2022,136,3,1,1,0,NA,0.514,563.06,0.422153519,0.065987649,0.244567871,0.377975464,0.429428101,0.47164917,0.503846741,0.562652588
75,2022,165,3,2,0,0,NA,0.212,147.23,0.133380544,0.049038979,0.019241333,0.09728241,0.132751465,0.166179657,0.204664612,0.242179871
75,2022,214,3,3,0,1,NA,0.17,267.05,0.144640207,0.037874736,0.068138123,0.116088867,0.142868042,0.167182922,0.193743896,0.265167236
75,2022,257,3,4,0,0,NA,0.16,138.06,0.120566625,0.026188824,0.054824829,0.101280212,0.122970581,0.142356873,0.152542114,0.177452087
75,2023,136,3,1,NA,0,10,0.51,305.13,0.283774646,0.036954704,0.120918274,0.269432068,0.288368225,0.305473328,0.323884583,0.366775513
75,2023,170,3,2,NA,1,NA,0.15,169.47,0.09493069,0.044806699,0.010017395,0.060548782,0.091884613,0.11630249,0.144274139,0.273429871
75,2023,221,3,3,NA,2,NA,0.238,371.83,0.166969898,0.032470898,0.064430237,0.143884659,0.169052124,0.189804077,0.207530975,0.26399231
75,2023,265,3,4,NA,1,NA,0.202,187.87,0.145637401,0.035698392,0.05355835,0.117500305,0.149597168,0.173904419,0.189405823,0.224662781
76,2022,136,3,1,0,0,6,0.286,331.67,0.185554736,0.050897628,0.027961731,0.15612793,0.193061829,0.221557617,0.245158386,0.279067993
76,2022,165,3,2,0,0,5,0.182,134.57,0.139830286,0.031146852,0.063262939,0.115409851,0.144874573,0.163665771,0.175924683,0.21559906
76,2022,214,3,3,0,2,2,0.164,330.11,0.203994868,0.052409751,0.087982178,0.165927887,0.199386597,0.232456207,0.270532227,0.372505188
76,2022,257,3,4,0,2,4,0.174,154.24,0.125986652,0.025834994,0.068534851,0.106906891,0.124038696,0.144405365,0.161758423,0.197944641
76,2023,136,3,1,NA,0,5,0.334,291.57,0.152624097,0.061414764,0.020195007,0.119617462,0.140583038,0.172439575,0.231476593,0.383483887
76,2023,170,3,2,NA,0,7,0.174,99.46,0.077732781,0.04292704,0.011383057,0.045700073,0.065917969,0.099411011,0.143000793,0.236450195
76,2023,221,3,3,NA,2,9,0.266,322.19,0.193965297,0.034475889,0.094070435,0.171527863,0.191795349,0.217163086,0.244445801,0.278327942
76,2023,265,3,4,NA,2,7,0.188,180.8,0.117403301,0.034787894,0.017837524,0.093338013,0.112674713,0.142299652,0.165687561,0.224632263
77,2022,136,3,1,0,0,NA,0.284,312.68,0.175945414,0.07612535,0.039375305,0.106742859,0.172691345,0.24848938,0.279640198,0.321235657
77,2022,165,3,2,0,0,NA,0.178,135.15,0.153873353,0.033610304,0.075881958,0.125431061,0.151634216,0.177072525,0.204027557,0.232749939
77,2022,214,3,3,0,1,NA,0.176,372.09,0.226202348,0.066360761,0.062026978,0.162097931,0.233352661,0.28812027,0.30770874,0.357933044
77,2022,257,3,4,0,2,NA,0.18,197.83,0.154320499,0.041277436,0.03351593,0.121938705,0.15549469,0.186664581,0.207756805,0.259384155
77,2023,136,3,1,NA,0,5,0.326,207.21,0.18219805,0.079342664,0.036689758,0.113117218,0.166770935,0.244033813,0.305519104,0.355293274
77,2023,170,3,2,NA,0,NA,0.184,85.33,0.108233883,0.039229863,0.016792297,0.08171463,0.10899353,0.125,0.164337158,0.235931396
77,2023,221,3,3,NA,2,NA,0.242,339.38,0.15272877,0.036168628,0.074684143,0.123744965,0.154167175,0.180044174,0.20222702,0.228622437
77,2023,265,3,4,NA,2,NA,0.194,143.1,0.119307503,0.039804812,0.032325745,0.088680267,0.1144104,0.154373169,0.176048279,0.198867798
78,2022,136,3,1,1,0,13,0.344,453.3,0.309306113,0.046023164,0.194877625,0.278488159,0.305740356,0.338470459,0.375346375,0.436401367
78,2022,165,3,2,0,0,9,0.164,141.22,0.101403084,0.035437399,0.010726929,0.076618195,0.104999542,0.12673378,0.144491577,0.194114685
78,2022,214,3,3,0,2,7,0.156,258.41,0.156755326,0.03808776,0.066490173,0.131666183,0.154388428,0.179027557,0.206874847,0.270584106
78,2022,257,3,4,0,2,9,0.178,166.32,0.150245691,0.023927617,0.096694946,0.132011414,0.145957947,0.168243408,0.183494568,0.217399597
78,2023,136,3,1,NA,0,16,0.406,411.53,0.262210834,0.039717512,0.121589661,0.228675842,0.26619339,0.295337677,0.312561798,0.34614563
78,2023,170,3,2,NA,1,10,0.144,133.25,0.086047911,0.023274337,0.017997742,0.071578979,0.085899353,0.102294922,0.115588379,0.165489197
78,2023,221,3,3,NA,2,10,0.234,534.46,0.136962727,0.03043076,0.057868958,0.11492157,0.135131836,0.158836365,0.177116394,0.226470947
78,2023,265,3,4,NA,1,10,0.184,193.41,0.134680144,0.036391151,0.038803101,0.108016968,0.138114929,0.162923813,0.177452087,0.232543945
79,2022,136,3,1,0,0,NA,0.576,644.78,0.40879723,0.042955869,0.235908508,0.385955811,0.407043457,0.437896729,0.465802002,0.510986328
79,2022,165,3,2,0,0,NA,0.178,117.87,0.123180498,0.044098779,0.010162354,0.095809937,0.135707855,0.156227112,0.170450592,0.209838867
79,2022,214,3,3,0,0,NA,0.156,224.53,0.148732971,0.034288759,0.01234436,0.131546021,0.152736664,0.174621582,0.185105133,0.234130859
79,2022,257,3,4,0,0,NA,0.188,148.04,0.136867641,0.026727821,0.060432434,0.120555878,0.141746521,0.155727386,0.166644287,0.223472595
79,2023,136,3,1,NA,0,11,0.482,410.42,0.317815275,0.063791229,0.060958862,0.281333923,0.335487366,0.366241455,0.382368469,0.426673889
79,2023,170,3,2,NA,1,NA,0.16,168.02,0.100539983,0.037057599,0.010124207,0.073818207,0.100296021,0.131942749,0.147607422,0.214164734
79,2023,221,3,3,NA,1,NA,0.216,321.05,0.131261556,0.040622494,0.0105896,0.111745834,0.138072968,0.158807755,0.17580719,0.212097168
79,2023,265,3,4,NA,0,NA,0.186,116.74,0.112405165,0.02654354,0.03137207,0.09526062,0.114372253,0.129901886,0.143984985,0.193267822
8,2022,165,1,1,1,1,8,0.586,1263.37,0.562616709,0.085224064,0.289840698,0.493473053,0.569087982,0.632457733,0.666880035,0.734893799
8,2022,257,1,2,1,0,8,0.174,95.53,0.098947447,0.021387691,0.014198303,0.085731506,0.099578857,0.113883972,0.126068115,0.172340393
8,2023,157,1,1,NA,1,9,0.632,685.22,0.685687344,0.074910946,0.352340698,0.651231766,0.699401855,0.735105515,0.767264557,0.810279846
8,2023,265,1,2,NA,1,10,0.268,213.71,0.175578846,0.031814294,0.085319519,0.15322876,0.173820496,0.197101593,0.220639038,0.257003784
80,2022,136,3,1,0,0,13,0.482,631.72,0.309758579,0.058756522,0.144393921,0.272098541,0.316204071,0.347360611,0.385678864,0.44367218
80,2022,165,3,2,0,0,10,0.158,90.34,0.09956467,0.025625109,0.032569885,0.079742432,0.0977211,0.115087509,0.135435486,0.179199219
